FID,address,new_address,confirm,suspect,district,date,lng,lat,gaode_lon,gaode_lat,gps_lon,gps_lat
106,保利公园九里,保利·公园九里(南湖路),14,32,洪山区,2020/2/10,114.313278,30.514458,114.306455,30.507834,114.3010161,30.51027112
107,双建社区楚天都市沁园,楚天都市沁园,1,4,洪山区,2020/2/10,114.296696,30.461452,114.291347,30.455034,114.2859311,30.45750971
109,新绿美地社区石化小区,新绿美地,2,2,洪山区,2020/2/10,114.354502,30.600166,114.357579,30.589366,114.3520546,30.5916819
116,左岭新城玉泉社区,左岭街玉泉社区,13,0,洪山区,2020/2/10,114.620607,30.498788,114.614154,30.49253,114.609103,30.49520127
117,花山街梅园,梅园社区,3,3,洪山区,2020/2/10,114.528063,30.5449,114.514683,30.522344,114.50945,30.52487201
118,花山街棠园,竹园社区,12,7,洪山区,2020/2/10,114.528063,30.5449,114.517295,30.520452,114.5120718,30.52298819
120,花山街桂园,碧桂园生态城,5,4,洪山区,2020/2/10,114.528063,30.5449,114.497565,30.549922,114.492265,30.5523898
121,亿达云山湖,亿达云山湖,5,1,洪山区,2020/2/10,114.515414,30.564308,114.509016,30.558168,114.5037588,30.56066727
133,白沙洲街邮电社区,白沙洲花园小区,14,0,洪山区,2020/2/10,114.30884,30.520154,114.269645,30.494572,114.2642394,30.49706077
134,华大家园,华大家园,1,1,洪山区,2020/2/10,114.340481,30.491138,114.334073,30.485009,114.3285928,30.48740126
191,康卓新城,康卓新城,2,11,洪山区,2020/2/11,114.390806,30.503678,114.384001,30.499478,114.3784615,30.50179266
193,列电小区,列电社区,7,1,洪山区,2020/2/11,114.301224,30.5116,114.294643,30.505951,114.2892192,30.50840786
194,保利才盛景苑,保利·才盛景苑,4,2,洪山区,2020/2/11,114.362518,30.607494,114.356397,30.60122,114.3508731,30.60353317
196,瑞城佳苑,瑞成佳苑,2,0,洪山区,2020/2/11,114.4432,30.506414,114.436781,30.500641,114.4312884,30.50297459
197,九峰清和里,九峰街清和里社区,2,2,洪山区,2020/2/11,114.494828,30.505416,114.488395,30.499101,114.4830645,30.5015577
255,满庭春小区,光谷满庭春MOMΛ焕城,1,2,洪山区,2020/2/11,114.119913,30.473709,114.492338,30.473447,114.4870246,30.47592264
274,保利心语社区,保利·心语,22,30,洪山区,2020/2/12,114.335107,30.473163,114.323301,30.479692,114.3178388,30.48210632
275,东湖庭园,东湖庭园,14,15,洪山区,2020/2/12,114.385266,30.596596,114.378807,30.590287,114.3732621,30.59257523
276,时尚欧洲小区,时尚欧洲,4,0,洪山区,2020/2/12,114.353977,30.597119,114.347553,30.591369,114.3420423,30.59370095
277,金银岛花园,金银岛花园,3,0,洪山区,2020/2/12,114.355007,30.597735,114.34855,30.591423,114.3430379,30.59375317
278,金银岛小区,金银岛花园,2,0,洪山区,2020/2/12,114.355007,30.597735,114.34855,30.591423,114.3430379,30.59375317
279,徐东馨苑,徐东馨苑,14,2,洪山区,2020/2/12,114.356269,30.599125,114.349835,30.592677,114.3443209,30.59500445
280,徐东村小区,徐东村小区,1,1,洪山区,2020/2/12,114.352609,30.596686,114.346109,30.590496,114.3406006,30.59283085
283,徐东朗苑A座,徐东朗苑a号,1,0,洪山区,2020/2/12,114.359843,30.602438,114.353113,30.595874,114.3475939,30.59819464
284,保利城社区,保利城,21,23,洪山区,2020/2/12,114.364634,30.601456,114.358457,30.594967,114.352931,30.59727937
286,东亭新嘉源,东亭新嘉源小区,10,7,洪山区,2020/2/12,114.379934,30.594224,114.373517,30.588448,114.3679759,30.59074246
287,嘉隆小区,嘉隆小区,1,1,洪山区,2020/2/12,114.369266,30.587275,114.362883,30.580877,114.3573529,30.5831881
289,通惠社区,洪山区狮子山街通惠社区服务站,16,7,洪山区,2020/2/12,114.317616,30.498752,114.310728,30.493149,114.3052842,30.49558292
290,武铁佳苑社区,武铁佳苑,32,21,洪山区,2020/2/12,114.358707,30.595355,114.353205,30.589345,114.3476864,30.59166801
291,保利蓝海郡,保利蓝海郡,11,7,洪山区,2020/2/12,114.381065,30.499433,114.374187,30.493164,114.3686537,30.49548972
292,保利新武昌,保利·新武昌(建设中),3,1,洪山区,2020/2/12,114.322549,30.559567,114.296423,30.494997,114.2909981,30.4974544
293,保利浅水湾,保利·浅水湾,1,2,洪山区,2020/2/12,114.368279,30.511626,114.361879,30.50482,114.3563567,30.50715827
294,中铁花园,中铁花园,23,30,洪山区,2020/2/12,114.36532,30.605966,114.358942,30.599657,114.3534149,30.60196678
296,关南社区一二期,关南小区,5,1,洪山区,2020/2/12,114.439473,30.484425,114.410615,30.472443,114.4050843,30.47475964
299,虹景花园,虹景花园,2,0,洪山区,2020/2/12,114.43018,30.51728,114.423973,30.509637,114.4184555,30.5119519
303,左岭新城凤鸣社区,左岭新城第一社区,20,0,洪山区,2020/2/12,114.620435,30.495761,114.625297,30.490522,114.6202365,30.49318387
304,左岭新城白浒社区,左岭街白浒社区,7,0,洪山区,2020/2/12,114.414161,30.520598,114.615582,30.494825,114.6105299,30.49749459
305,九峰明畅里,九峰街·明畅里社区,9,9,洪山区,2020/2/12,114.490381,30.504781,114.484439,30.497749,114.4790938,30.5001945
373,关西社区,关西小区,12,16,洪山区,2020/2/13,114.393356,30.504531,114.387047,30.498299,114.3815067,30.50061187
374,青城华府,福星惠誉·青城华府,19,2,洪山区,2020/2/13,114.395319,30.621855,114.388828,30.61571,114.383277,30.6179805
375,复地悦城,复地·悦城,14,6,洪山区,2020/2/13,114.296746,30.496074,114.293033,30.490692,114.2876123,30.49315572
376,港东名居一期,物业服务中心武汉港东名居1期,16,7,洪山区,2020/2/13,114.376143,30.60918,114.369143,30.601951,114.3636045,30.60424546
378,金域天下小区,金域天下,13,23,洪山区,2020/2/13,114.298313,30.486618,114.290195,30.480864,114.284778,30.48333451
379,万象新城小区,富强·万象新城,5,7,洪山区,2020/2/13,114.302663,30.489696,114.296098,30.484012,114.2906745,30.48647303
380,新世纪社区,新世纪社区便民服务室,12,8,洪山区,2020/2/13,114.801949,30.935357,114.355028,30.588658,114.349507,30.59097826
381,白马馨居,白马馨居,14,11,洪山区,2020/2/13,114.425539,30.605872,114.415956,30.600114,114.4104196,30.60239093
382,清江锦城,清能清江锦城·玺园,11,0,洪山区,2020/2/13,114.296112,30.477573,114.294492,30.474096,114.2890711,30.47656218
383,万科金色城市,金色城市,26,14,洪山区,2020/2/13,114.268471,30.488003,114.260459,30.483772,114.2550545,30.48626914
386,波光霞影一期,波光霞影,9,9,洪山区,2020/2/13,114.298027,30.493978,114.290619,30.48876,114.2852009,30.49122771
388,湘龙鑫城,湘龙鑫城,16,27,洪山区,2020/2/13,114.273505,30.481574,114.267016,30.47549,114.2616125,30.47798595
391,青年城小区一期,光谷青年城,21,18,洪山区,2020/2/13,114.389788,30.61178,114.402269,30.492236,114.3967309,30.49454562
393,金地格林东郡,金地·格林东郡,10,4,洪山区,2020/2/13,114.412254,30.491328,114.405746,30.485425,114.4002104,30.48773681
394,万科锦城,万科锦程,8,5,洪山区,2020/2/13,114.413226,30.502592,114.406455,30.496085,114.400919,30.49839388
396,成园小区,成园小区,11,0,洪山区,2020/2/13,114.448871,30.504023,114.44231,30.498099,114.4368304,30.50044238
399,左岭新城五岭社区,左岭新城·黄陂岭社区,7,0,洪山区,2020/2/13,114.242183,30.939961,114.622657,30.489902,114.6175993,30.49256681
441,市体育馆,谕旨翰林院,2,1,洪山区,2020/2/13,114.395502,30.619055,114.423879,30.509516,114.4183614,30.51183084
502,领秀城小区,领秀城,1,3,洪山区,2020/2/14,114.381038,30.513027,114.374596,30.506393,114.3690612,30.50871436
503,梨园小区,梨园小区(华电小路),3,4,洪山区,2020/2/14,114.374683,30.583533,114.368244,30.577134,114.3627085,30.57943913
504,徐东嘉园,徐东嘉园,3,5,洪山区,2020/2/14,114.362462,30.589248,114.355767,30.583281,114.3502454,30.58560211
505,东湖尚郡,东湖尚郡,5,7,洪山区,2020/2/14,114.376089,30.591804,114.369724,30.58544,114.3641864,30.58774013
511,景虹花园,景虹花园,17,13,洪山区,2020/2/14,114.328061,30.521466,114.321517,30.515579,114.3160546,30.51798619
513,颐和苑小区,颐和苑,1,1,洪山区,2020/2/14,114.398142,30.514321,114.315195,30.516106,114.3097425,30.51852488
517,气象局宿舍,气象局小区,3,3,洪山区,2020/2/14,114.402661,30.521286,114.394071,30.514601,114.3885287,30.51690543
518,蓝海郡小区,保利蓝海郡,12,7,洪山区,2020/2/14,114.381065,30.499433,114.374187,30.493164,114.3686537,30.49548972
519,南湖锦园小区,南湖·锦园,1,1,洪山区,2020/2/14,114.382143,30.50061,114.376124,30.494294,114.3705892,30.4966173
521,招商雍华府,招商·雍华府,4,8,洪山区,2020/2/14,114.32852,30.504244,114.322006,30.498307,114.3165443,30.50071849
525,金梭花园小区,金梭花园,3,3,洪山区,2020/2/14,114.427568,30.506517,114.420996,30.500599,114.4154748,30.50291393
527,金地中心城,金地·中心城,14,5,洪山区,2020/2/14,114.399412,30.502762,114.392511,30.496824,114.3869701,30.49913439
529,智慧城,当代光谷智慧城(雄楚大道),5,2,洪山区,2020/2/14,114.412796,30.505034,114.406531,30.499168,114.4009947,30.50147599
530,曙光嘉园,当代曙光嘉园,4,1,洪山区,2020/2/14,114.405371,30.498339,114.398803,30.492495,114.3932635,30.49480483
531,明珠花园,明珠花园(雄楚大道),2,3,洪山区,2020/2/14,114.415638,30.503692,114.409088,30.497925,114.4035538,30.50023397
535,建发小区,建发小区,2,0,洪山区,2020/2/14,114.413261,30.477511,114.406677,30.471809,114.4011432,30.47412471
536,三星苑小区,三星苑(紫兰路),8,5,洪山区,2020/2/14,114.488558,30.507734,114.482173,30.501335,114.4768191,30.50377289
544,华侨城社区,华侨城,22,18,洪山区,2020/2/14,114.392366,30.595167,114.379678,30.587205,114.3741328,30.5894936
554,紫兰苑,三星苑(紫兰路),9,3,洪山区,2020/2/14,114.292012,30.520604,114.482173,30.501335,114.4768191,30.50377289
580,公安局宿舍,公安局宿舍,4,0,洪山区,2020/2/14,114.430029,30.510757,114.423419,30.50509,114.417901,30.50740575
649,青翠苑社区,青翠苑,20,8,洪山区,2020/2/14,114.398924,30.624149,114.392197,30.617011,114.3866456,30.61927927
696,张黄新村,张黄新村,1,0,洪山区,2020/2/15,114.333463,30.521688,114.326927,30.515687,114.3214558,30.51808384
697,虹桥家园,虹桥家园,1,1,洪山区,2020/2/15,114.321933,30.459285,114.315423,30.453533,114.3099755,30.45596901
698,长虹桥,长虹桥小区,2,1,洪山区,2020/2/15,114.319421,30.523013,114.309381,30.515707,114.3039373,30.51813657
699,江宏新村,江宏新村小区,4,4,洪山区,2020/2/15,114.319531,30.524937,114.312937,30.519209,114.3074877,30.52163106
703,迪雅花园,迪雅花园,2,1,洪山区,2020/2/15,114.341077,30.521797,114.334295,30.515778,114.3288117,30.51816074
704,金地自在城,金地自在城,28,16,洪山区,2020/2/15,114.392958,30.613137,114.383663,30.604677,114.3781144,30.60695542
706,金地格林小城,金地·格林小城,23,17,洪山区,2020/2/15,114.34265,30.505284,114.336485,30.500074,114.3309995,30.50245736
707,丽华苑社区,丽华苑,11,8,洪山区,2020/2/15,114.369641,30.60188,114.363203,30.595364,114.3576712,30.5976691
708,福临居,福临居,1,0,洪山区,2020/2/15,114.287956,30.476359,114.280777,30.470707,114.2753686,30.47319205
710,喜瑞都,喜瑞都,2,1,洪山区,2020/2/15,114.332139,30.511547,114.285938,30.476599,114.2805253,30.47907632
711,紫云府一期,华润紫云府1期,4,4,洪山区,2020/2/15,114.285654,30.480974,114.279211,30.475151,114.2738032,30.47763656
712,紫云府二期,华润紫云府2期,5,5,洪山区,2020/2/15,114.286973,30.477751,114.28034,30.472064,114.2749318,30.47454917
713,康居园社区,康居园小区,9,9,洪山区,2020/2/15,114.443166,30.508475,114.436526,30.504578,114.4310325,30.50691003
719,关山春晓,关山春晓,10,4,洪山区,2020/2/15,114.421269,30.494034,114.41454,30.488292,114.4090118,30.49060605
720,金地太阳城,金地·太阳城,3,5,洪山区,2020/2/15,114.420707,30.496482,114.414263,30.49073,114.4087343,30.4930432
722,南湖锦城小区,南湖锦城,4,0,洪山区,2020/2/15,114.38597,30.502603,114.379123,30.496032,114.3735861,30.49835182
724,九峰同安里,同安里社区,6,3,洪山区,2020/2/15,114.484003,30.50309,114.477868,30.496997,114.4724988,30.49942393
734,南湖康泰花园,南湖康泰花园,5,7,洪山区,2020/2/15,114.389873,30.502862,114.38404,30.496278,114.3785008,30.49859357
735,东湖御院小区,东湖御院,2,5,洪山区,2020/2/15,114.393557,30.512953,114.38797,30.507205,114.3824287,30.50951464
764,保利拉菲,保利·拉菲,6,9,洪山区,2020/2/16,114.377662,30.50515,114.372673,30.49873,114.3671404,30.50105581
766,洪山街武昌府社区,武昌府,9,2,洪山区,2020/2/16,114.322549,30.559567,114.327922,30.502876,114.3224503,30.50527484
767,东方雅园,东方雅园,62,0,洪山区,2020/2/16,114.405305,30.619048,114.399918,30.613151,114.3943683,30.61541874
768,杨春湖畔,杨春湖畔,2,0,洪山区,2020/2/16,114.423526,30.623981,114.41685,30.618746,114.4113131,30.621016
769,五环社区,五环社区(虎泉街),2,11,洪山区,2020/2/16,114.387158,30.514423,114.38088,30.508103,114.3753411,30.51041763
770,爱家国际社区,爱家国际社区,14,11,洪山区,2020/2/16,114.213541,30.539736,114.36484,30.590623,114.3593068,30.59292762
771,融侨悦府,融侨悦府,11,7,洪山区,2020/2/16,114.372926,30.612921,114.366709,30.606272,114.3611725,30.60856793
772,柴林花园,柴林花园,5,1,洪山区,2020/2/16,114.373606,30.614772,114.367084,30.608304,114.3615469,30.61059861
773,柴林尚城,柴林尚城,3,2,洪山区,2020/2/16,114.37283,30.615634,114.366443,30.609238,114.3609065,30.6115331
775,欧式花园,钢都欧式花园,1,1,洪山区,2020/2/16,114.374742,30.612615,114.368335,30.606263,114.3627969,30.60855679
779,加州阳光小区,加州阳光(加州阳光美食街),3,4,洪山区,2020/2/16,114.411094,30.510755,114.404576,30.504878,114.399038,30.50718401
780,丽岛漫城,丽岛漫城,4,7,洪山区,2020/2/16,114.426603,30.498492,114.419972,30.492748,114.4144501,30.4950644
783,光谷航天城,光谷航天城,2,0,洪山区,2020/2/16,114.491245,30.475792,114.484909,30.469439,114.479568,30.47189378
827,东湖城社区,福星惠誉.东湖城,25,29,洪山区,2020/2/17,114.392701,30.605476,114.386333,30.599389,114.380784,30.60166758
830,芭比伦堡,芭比伦堡,5,2,洪山区,2020/2/17,114.409778,30.475969,114.403191,30.470207,114.3976553,30.47252274
831,枫林上城,紫菘·枫林上城,20,17,洪山区,2020/2/17,114.408418,30.502266,114.398184,30.495676,114.392644,30.49798501
835,龙安小区,龙安花苑,4,1,洪山区,2020/2/17,114.406123,30.507284,114.399459,30.50139,114.3939189,30.50369713
837,左岭新城智苑社区,智苑小区,15,0,洪山区,2020/2/17,114.616981,30.495941,114.61054,30.489499,114.6054912,30.49217338
860,世茂林屿岸,世茂林屿岸,6,6,洪山区,2020/2/18,114.325952,30.454388,114.319771,30.448545,114.3143171,30.45097411
865,广厦华庭,广厦华庭,3,0,洪山区,2020/2/18,114.415889,30.508409,114.409152,30.502718,114.4036174,30.50502557
867,祥和雅居,祥和雅居,2,0,洪山区,2020/2/18,114.443646,30.504133,114.437049,30.498224,114.4315572,30.50055871
868,洪福家园,洪福家园(雄楚大道),11,10,洪山区,2020/2/18,114.407206,30.502736,114.400631,30.496884,114.3950918,30.49919234
870,汽发社区,汽发社区,15,9,洪山区,2020/2/18,114.574108,30.659788,114.411693,30.505172,114.4061604,30.50747975
871,九峰德欣里,九峰街·德欣里社区,14,6,洪山区,2020/2/18,114.489466,30.506378,114.483689,30.500704,114.4783408,30.50314645
872,碧桂园生态城,碧桂园生态城,17,6,洪山区,2020/2/18,114.496695,30.557844,114.497565,30.549922,114.492265,30.5523898
893,沙湖港湾A区,沙湖港湾,3,2,洪山区,2020/2/19,114.395568,30.604103,114.387404,30.597177,114.3818549,30.59945575
895,沙湖港湾C区,沙湖港湾,4,3,洪山区,2020/2/19,114.395568,30.604103,114.387404,30.597177,114.3818549,30.59945575
896,仁和公馆,福星惠誉仁和公馆,2,3,洪山区,2020/2/19,114.397705,30.608423,114.391192,30.602292,114.385642,30.60456665
926,南湖山庄,南湖山庄·半岛花园,9,2,洪山区,2020/2/20,114.350273,30.494307,114.34735,30.489791,114.3418485,30.4921574
928,青年城一期,光谷青年城,20,24,洪山区,2020/2/20,114.312661,30.613846,114.402269,30.492236,114.3967309,30.49454562
929,融科天域,融科天域,1,2,洪山区,2020/2/20,114.419078,30.486336,114.412488,30.480813,114.4069583,30.48312812
930,保利时代小区,保利时代,7,14,洪山区,2020/2/20,114.414372,30.497019,114.408425,30.491178,114.4028908,30.49348874
931,长城坐标城,长城坐标城,15,12,洪山区,2020/2/20,114.420843,30.481896,114.413394,30.47624,114.4078656,30.4785568
933,金地阳光城,金地·阳光城,2,4,洪山区,2020/2/20,114.405735,30.4958,114.399015,30.490495,114.3934757,30.49280537
934,蓝光COCO,蓝光BRC·COCO时代,2,4,洪山区,2020/2/20,114.246139,30.738641,114.451051,30.499683,114.4455942,30.50204263
935,江南家园,江南家园,7,6,洪山区,2020/2/20,114.404306,30.486866,114.398305,30.481135,114.3927663,30.48344812
961,华腾园社区,华腾园,44,32,洪山区,2020/2/21,114.367376,30.588001,114.361066,30.581668,114.3555379,30.58398147
963,学府家园,学府佳园(佳园路),10,6,洪山区,2020/2/21,114.824079,30.851726,114.428547,30.501985,114.4230378,30.5043071
965,保利花园小区,保利花园(关山大道),22,15,洪山区,2020/2/21,114.421319,30.50448,114.41495,30.499504,114.4094213,30.50181503
966,现代森林花园,现代森林花园,5,0,洪山区,2020/2/21,114.445089,30.509775,114.438507,30.503899,114.4330179,30.50623431
967,紫菘花园,紫菘花园,10,8,洪山区,2020/2/21,114.401887,30.517105,114.395202,30.511291,114.3896601,30.51359607
968,逸景华庭,紫菘逸景华庭,2,6,洪山区,2020/2/21,114.420957,30.500742,114.414364,30.49516,114.408835,30.49747198
969,长航蓝晶,长航·蓝晶国际,4,6,洪山区,2020/2/21,114.317875,30.631592,114.417118,30.495409,114.4115922,30.49772256
971,东方巴黎苑,东方巴黎苑(鲁磨路),1,2,洪山区,2020/2/21,114.406442,30.520582,114.399825,30.514724,114.3942839,30.51702704
981,碧桂园映月湾,碧桂苑生态城·映月湾,2,0,洪山区,2020/2/21,114.512291,30.554086,114.505813,30.548007,114.5005446,30.55050025
982,碧桂园水蓝湾,花山碧桂园水蓝湾,1,0,洪山区,2020/2/21,114.499918,30.56051,114.495859,30.549824,114.4905525,30.55228671
1017,保利公馆社区,保利·茉莉公馆,10,14,洪山区,2020/2/22,114.424564,30.503813,114.417703,30.498587,114.4121776,30.50090002
1018,铁机盛世家园,铁机盛世家园,22,15,洪山区,2020/2/22,114.381267,30.603358,114.373536,30.596788,114.3679941,30.59907921
1019,华城广场小区,华城广场,23,4,洪山区,2020/2/22,114.046335,30.580864,114.360243,30.603952,114.354714,30.60625809
1020,保利华都小区,保利·华都,15,15,洪山区,2020/2/22,114.390621,30.514652,114.384074,30.508531,114.3785337,30.51084289
1021,保利茉莉公馆,保利·茉莉公馆,12,0,洪山区,2020/2/22,114.424564,30.503813,114.417703,30.498587,114.4121776,30.50090002
1025,光谷满庭春,光谷满庭春MOMΛ焕城,8,6,洪山区,2020/2/22,114.417536,30.483434,114.492338,30.473447,114.4870246,30.47592264
1026,九峰景源里,九峰街·景源里社区,33,33,洪山区,2020/2/22,114.488427,30.510296,114.482,30.50395,114.4766453,30.50638661
1030,花山街竹园,竹园社区,13,3,洪山区,2020/2/22,114.528063,30.5449,114.517295,30.520452,114.5120718,30.52298819
1047,金地格林,金地·格林小城,3,8,洪山区,2020/2/22,114.412254,30.491328,114.336485,30.500074,114.3309995,30.50245736
1066,绿岛社区,天兴洲绿岛小区,7,0,洪山区,2020/2/22,114.261077,30.739641,114.405782,30.603466,114.4002361,30.60573775
1071,蓝晶绿洲小区,蓝晶绿洲,21,15,洪山区,2020/2/23,114.370967,30.590702,114.363803,30.582874,114.3582717,30.58518303
1072,南湖名都社区,南湖名都,6,7,洪山区,2020/2/23,114.376806,30.509076,114.317547,30.499709,114.3120922,30.50212848
1073,美林青城小区,美林青城,35,11,洪山区,2020/2/23,114.360813,30.599694,114.354391,30.593105,114.3488704,30.5954246
1074,江南花园小区,江南花园(才茂街),3,2,洪山区,2020/2/23,114.314282,30.421487,114.350716,30.597134,114.3452002,30.5994582
1076,千禧名苑小区,千禧名苑,1,2,洪山区,2020/2/23,114.356166,30.60199,114.34975,30.595697,114.3442357,30.59802343
1077,纺机宿舍小区,洪山区和平街纺机社区,4,2,洪山区,2020/2/23,114.357399,30.603239,114.351142,30.596307,114.3456257,30.5986308
1078,中南宿舍小区,中南宿舍,2,1,洪山区,2020/2/23,114.36408,30.599932,114.357686,30.593546,114.3521611,30.59586012
1079,九阳轩小区,九阳轩,1,0,洪山区,2020/2/23,114.362885,30.600902,114.356537,30.59456,114.3510135,30.59687555
1082,名都花园,名都花园(楚康路),8,7,洪山区,2020/2/23,114.375478,30.509311,114.368935,30.503652,114.3634053,30.50598091
1083,城投瀚城,城投瀚城,13,8,洪山区,2020/2/23,114.375427,30.50499,114.369044,30.498641,114.3635146,30.50097125
1084,巴黎豪庭,南益巴黎豪庭,7,2,洪山区,2020/2/23,114.434156,30.510258,114.427453,30.504503,114.4219417,30.50682309
1086,光谷新世界汇贤邸,光谷新世界,2,5,洪山区,2020/2/23,114.422266,30.499003,114.415912,30.492971,114.4103849,30.4952845
1087,金地天悦小区,金地天悦,10,3,洪山区,2020/2/23,114.396904,30.4995,114.390424,30.493529,114.3848835,30.49584132
1088,华城新都,华城新都,10,19,洪山区,2020/2/23,114.400664,30.506283,114.394952,30.500263,114.389411,30.50257147
1089,绿之苑,绿之苑,1,6,洪山区,2020/2/23,114.401084,30.504848,114.394584,30.498884,114.3890431,30.501193
1090,文豪苑,文豪苑,2,11,洪山区,2020/2/23,114.398842,30.504972,114.392203,30.498999,114.386662,30.50130888
1092,朗诗里程,朗诗·里程,6,2,洪山区,2020/2/23,114.524717,30.485418,114.51861,30.479452,114.513395,30.48200409
1094,万科紫悦湾,万科花山紫悦湾,2,1,洪山区,2020/2/23,114.501287,30.565453,114.494869,30.559223,114.4895579,30.56167946
1131,狮城名居,狮城名居,4,3,洪山区,2020/2/24,114.357872,30.515296,114.35144,30.508896,114.3459309,30.51124967
1132,狮城翰园,狮城·翰园,3,4,洪山区,2020/2/24,114.356285,30.514241,114.349881,30.507812,114.3443742,30.51016867
1133,风华新都,狮城·风华新都,1,1,洪山区,2020/2/24,114.356224,30.512059,114.349962,30.505861,114.3444552,30.50821812
1134,香水湾,香水湾,3,5,洪山区,2020/2/24,114.268497,30.451841,114.260034,30.44623,114.2546327,30.4487371
1135,融科花满庭,融科花满庭,6,10,洪山区,2020/2/24,114.267816,30.45382,114.260916,30.448016,114.2555147,30.45052231
1136,园艺新村,园艺新村,2,9,洪山区,2020/2/24,114.26246,30.444701,114.255947,30.438436,114.2505452,30.44094625
1137,金鹤园小区,金鹤园,49,22,洪山区,2020/2/24,114.384698,30.615711,114.381446,30.611306,114.3758978,30.61358357
1138,南湖雅园社区,南湖雅园,10,7,洪山区,2020/2/24,114.347185,30.505581,114.340992,30.499261,114.3354994,30.50163617
1139,葛洲坝世纪花园,葛洲坝·世纪花园,7,10,洪山区,2020/2/24,114.256424,30.59051,114.450191,30.5064,114.4447312,30.50875586
1140,新世界恒大华府,新世界恒大华府,12,4,洪山区,2020/2/24,114.213285,30.569686,114.442313,30.501555,114.4368331,30.50389736
1141,万科嘉园,万科·嘉园,12,4,洪山区,2020/2/24,114.45136,30.50473,114.444824,30.498781,114.4393506,30.50112869
1165,欢乐星城小区,欢乐星城,23,21,洪山区,2020/2/25,114.390312,30.598575,114.383732,30.592337,114.3781845,30.5946202
84,马沧湖小区,马沧湖小区,2,9,汉阳区,2020/2/9,114.254935,30.554152,114.24857,30.547875,114.2431548,30.55035439
85,邓甲新城,邓甲新城,1,3,汉阳区,2020/2/9,114.26161,30.547147,114.25475,30.540145,114.249339,30.54262654
86,博力花园,博力花园,2,6,汉阳区,2020/2/9,114.255914,30.555665,114.24923,30.549392,114.2438151,30.55187089
90,2龙阳熙苑,龙阳熙苑,3,7,汉阳区,2020/2/9,114.211456,30.560735,114.204954,30.554851,114.1994675,30.55729261
171,桃花岛社区,桃花岛小区,19,44,汉阳区,2020/2/10,114.326255,30.614073,114.223259,30.549063,114.2178117,30.55152912
189,新新人家小区,新新人家,4,6,汉阳区,2020/2/10,114.20314,30.515721,114.196511,30.510026,114.1910071,30.51246905
243,东方社区,东方小区,5,0,汉阳区,2020/2/11,114.416077,30.701479,114.27556,30.543977,114.2701482,30.54644523
246,万科汉阳国际,万科汉阳国际,3,20,汉阳区,2020/2/11,114.205078,30.551061,114.194326,30.546114,114.1888132,30.54854173
248,恒大御景湾,恒大御景湾,8,6,汉阳区,2020/2/11,114.255735,30.520834,114.250243,30.513654,114.2448318,30.51614457
330,汉荣苑小区,汉荣苑,1,2,汉阳区,2020/2/12,114.206184,30.538851,114.199623,30.533009,114.1941251,30.53544983
331,恒大御景湾,恒大御景湾,10,3,汉阳区,2020/2/12,114.255735,30.520834,114.250243,30.513654,114.2448318,30.51614457
332,丰收社区卧龙1、2期,卧龙墨水湖边1期,7,16,汉阳区,2020/2/12,114.269259,30.616614,114.230374,30.530573,114.22494,30.53305126
333,丰收社区卧龙3期,卧龙墨水湖边1期,1,4,汉阳区,2020/2/12,114.269259,30.616614,114.230374,30.530573,114.22494,30.53305126
334,丰收社区鲤跃龙门,鲤跃龙门,6,25,汉阳区,2020/2/12,114.238792,30.532854,114.232354,30.526537,114.2269233,30.5290179
335,丰收社区御水澜湾,兴华御水澜湾,7,12,汉阳区,2020/2/12,114.243626,30.534229,114.237096,30.5278,114.2316714,30.53028314
336,锦绣长江,锦绣长江,17,35,汉阳区,2020/2/12,114.272248,30.536406,114.265667,30.530488,114.2602589,30.53296838
337,龙兴社区,龙兴社区,13,10,汉阳区,2020/2/12,114.218083,30.553576,114.211596,30.547548,114.2061254,30.5500014
339,永丰街磨山社区,磨山社区服务站,12,26,汉阳区,2020/2/12,114.200551,30.567629,114.193874,30.561792,114.1883586,30.56421349
340,七里庙社区,琴断口街七里庙社区,11,20,汉阳区,2020/2/12,114.22998,30.573499,114.223485,30.56722,114.2180365,30.56967993
341,五福里社区,五福里社区,10,27,汉阳区,2020/2/12,114.243245,30.561545,114.237522,30.554547,114.2320956,30.55702134
343,南城社区,南城社区,7,16,汉阳区,2020/2/12,114.280569,30.553069,114.274036,30.547142,114.2686246,30.54961055
346,金龙路,玫瑰东苑(金龙路),1,1,汉阳区,2020/2/12,114.214659,30.575482,114.205628,30.564609,114.2001422,30.56704814
347,万科翡翠滨江,万科翡翠滨江,3,0,汉阳区,2020/2/12,114.217811,30.577654,114.206732,30.573471,114.2012481,30.57590852
444,五麒里社区,五麒里社区,20,27,汉阳区,2020/2/13,114.239325,30.563283,114.232943,30.556933,114.2275105,30.55940404
445,十里景秀社区,十里景秀,17,13,汉阳区,2020/2/13,114.220331,30.557363,114.213311,30.55142,114.2078438,30.55387426
446,琴台社区,琴台社区,21,31,汉阳区,2020/2/13,114.267731,30.556696,114.261221,30.550591,114.2558109,30.55306693
447,建桥街冰糖社区,建桥街社区服务中心,11,30,汉阳区,2020/2/13,114.28022,30.553152,114.277467,30.552553,114.2720535,30.55501643
450,玫瑰西苑社区,玫瑰西苑,9,8,汉阳区,2020/2/13,114.207629,30.571615,114.201205,30.566058,114.1957083,30.56848994
